,theta_2,theta_3,R3,theta_4,R4,R5,h3,f3,h4,f4,f5,h3p,f3p,h4p,f4p,f5p,T,F12,F14,F23,F34,F45
10,0.09999999999999999,8.834585439891427,-2.3938589802809616,8.83458543989143,-2.6847532855405642,202.40281468230415,-0.04636039543419264,0.4620575766142893,0.0,-0.0,0.0,-0.4544522405882443,-0.038755059408147725,-0.0,-0.0,0.0,482.22624728532253,104.65749852001142,103.16501660400486,240.11221240986958,-150.31664286154648,98.10000000000001
11,0.10999999999999999,8.834253802068893,-2.392673909634451,8.834253802068897,-2.683424208791255,202.40121499155364,-0.05106749229858009,0.4623759430638008,0.0,-0.0,0.0,-0.45405761850362236,-0.04274916773840166,-0.0,-0.0,0.0,482.25742521566656,104.70852785224356,103.29329088534362,240.1278013750416,-150.3343117168681,98.10000000000001
12,0.11999999999999998,8.833628629943433,-2.3904428650297844,8.833628629943437,-2.6809220545783683,202.3982027031104,-0.05576819086834924,0.4625020518284995,0.0,-0.0,0.0,-0.4534854380064701,-0.046751577046319846,-0.0,-0.0,0.0,482.274018082028,104.80430752857421,103.46866468337502,240.13609780822233,-150.37229417792884,98.10000000000001
13,0.12999999999999998,8.833066796642866,-2.3884423869435936,8.83306679664287,-2.6786784846108813,202.39550058567133,-0.060497285483208214,0.4627392270747393,0.0,-0.0,0.0,-0.4530286405816038,-0.0507866989900728,-0.0,-0.0,0.0,482.2311586221123,104.88417660801488,103.63747404692089,240.11466807826446,-150.40222344459295,98.10000000000001
14,0.13999999999999999,8.83240774652485,-2.3861006448358846,8.832407746524854,-2.676052181278335,202.3923363168977,-0.06524003872330379,0.46295175582147974,0.0,-0.0,0.0,-0.45255597730155644,-0.05484426020338071,-0.0,-0.0,0.0,482.149264257179,104.97540623780851,103.8237871737125,240.07372089579783,-150.4367851979917,98.10000000000001
15,0.15,8.831723468510651,-2.383675122765062,8.831723468510654,-2.6733319173018715,202.3890573878466,-0.07000588053681472,0.4632003145012331,0.0,-0.0,0.0,-0.4521255894911474,-0.058931155526729055,-0.0,-0.0,0.0,482.01925086486585,105.0657797393755,104.0170355532232,240.00871419964125,-150.47029018680024,98.10000000000001
16,0.16,8.830981156069056,-2.3810504970674753,8.83098115606906,-2.6703883552445604,202.3855076660907,-0.07479252726915367,0.4634575362218625,0.0,-0.0,0.0,-0.4517109104271137,-0.06304590147440493,-0.0,-0.0,0.0,481.8454382021885,105.16086424378912,104.22212516527813,239.92180786830258,-150.50528568862447,98.10000000000001
17,0.17,8.83019531803197,-2.3782795186620134,8.830195318031974,-2.6672806561530495,202.3817581300457,-0.07960337798710926,0.46373559163415023,0.0,-0.0,0.0,-0.45132338515841225,-0.0671911715113712,-0.0,-0.0,0.0,481.62607469409824,105.25820559200804,104.4370460017361,239.81212611425744,-150.54061143616798,98.10000000000001
18,0.18000000000000002,8.829359007176642,-2.375339035847719,8.829359007176645,-2.663982855003615,202.37777711679354,-0.0844391089423165,0.46402883706789866,0.0,-0.0,0.0,-0.45095739568263443,-0.07136766755705243,-0.0,-0.0,0.0,481.36220331321726,105.35898587791431,104.66289735893534,239.68019042381695,-150.57677394105204,98.10000000000001
19,0.19000000000000003,8.828475001791098,-2.3722403415001616,8.828475001791102,-2.6605076169469766,202.3735795313682,-0.08930172760417572,0.4643396580367641,0.0,-0.0,0.0,-0.45061504322479806,-0.07557711279220987,-0.0,-0.0,0.0,481.0536133664601,105.4627417622653,104.89938850932565,239.5258954504384,-150.6135213737673,98.10000000000001
20,0.20000000000000004,8.827541623850044,-2.3689791197071566,8.827541623850047,-2.6568501016147144,202.369159132431,-0.09419262204726614,0.46466679269678435,0.0,-0.0,0.0,-0.4502949662642318,-0.07982079561471352,-0.0,-0.0,0.0,480.7006955447113,105.56976439011923,105.14686295074411,239.34943653956398,-150.65094082291196,98.10000000000001
21,0.21000000000000005,8.826559209986753,-2.365558220784834,8.826559209986756,-2.653013505684518,202.36451935897,-0.09911350057082026,0.465010621689625,0.0,-0.0,0.0,-0.44999740231449104,-0.08410028119568634,-0.0,-0.0,0.0,480.3035894396925,105.68000492557631,105.40538507847953,239.15088348705459,-150.68895992894872,98.10000000000001
22,0.22000000000000006,8.82552714820591,-2.3619772641625456,8.825527148205914,-2.648997402339976,202.3596592493483,-0.10406594096089196,0.4653707636579182,0.0,-0.0,0.0,-0.44972189039906846,-0.08841706770204211,-0.0,-0.0,0.0,479.86257733257173,105.79357494612181,105.67515333674775,238.9303774334942,-150.72757364629638,98.10000000000001
23,0.23000000000000007,8.824445239539454,-2.358237401863076,8.824445239539457,-2.6448030835941023,202.35457989597583,-0.10905160860087822,0.46574717090286005,0.0,-0.0,0.0,-0.44946831895421074,-0.0927727566522289,-0.0,-0.0,0.0,479.3779021995257,105.91051630730763,105.95631257999577,238.68803986697117,-150.7667403011755,98.10000000000001
24,0.24000000000000007,8.8233130695161,-2.354339128246084,8.823313069516104,-2.640431103879606,202.34928147520722,-0.11407215265312134,0.4661396275276742,0.0,-0.0,0.0,-0.4492364477942833,-0.09716897291973031,-0.0,-0.0,0.0,478.84985281776324,106.03090683662995,106.24903940391503,238.42401517608994,-150.80642899387587,98.10000000000001
25,0.25000000000000006,8.822130299078289,-2.3502832914078473,8.822130299078292,-2.635882414350788,202.34376461934696,-0.11912925735186045,0.4665479792044658,0.0,-0.0,0.0,-0.4490261289348145,-0.10160740708220889,-0.0,-0.0,0.0,478.27872448194637,106.15481098247471,106.55350301177474,238.1384510081815,-150.8465974354163,98.10000000000001
26,0.26000000000000006,8.820896528920176,-2.3460706245558596,8.82089652892018,-2.631157837312236,202.3380297800695,-0.12422461845221962,0.4669720265738706,0.0,-0.0,0.0,-0.44883720632204216,-0.10608979820039138,-0.0,-0.0,0.0,477.664837933465,106.28230229077963,106.86988302087792,237.8315077339408,-150.8872018559963,98.10000000000001
27,0.2700000000000001,8.819611362592893,-2.3417019644713766,8.819611362592896,-2.626258311228268,202.33207752494218,-0.12935995586092794,0.46741157383477994,0.0,-0.0,0.0,-0.4486695639669557,-0.11061794599310372,-0.0,-0.0,0.0,477.00853095324396,106.41345240549839,107.19836110044787,237.5033542438303,-150.9281920256097,98.10000000000001
28,0.2800000000000001,8.818274376545403,-2.3371781495986372,8.818274376545407,-2.6211847764282608,202.32590839851815,-0.1345370087349395,0.467866405375031,0.0,-0.0,0.0,-0.448523105463267,-0.11519370882317544,-0.0,-0.0,0.0,476.3101628830848,106.54833568605135,107.53912466389897,237.1541702087507,-150.96951317753843,98.10000000000001
29,0.2900000000000001,8.816885133931489,-2.332500068235502,8.816885133931493,-2.6159382291532722,202.31952298757358,-0.13975753909510824,0.46833629584632697,0.0,-0.0,0.0,-0.44839776567259804,-0.11981900892137928,-0.0,-0.0,0.0,475.5701130313933,106.6870264447444,107.89236496175504,236.78414528290497,-151.01110467428728,98.10000000000001
30,0.3000000000000001,8.815443177711527,-2.3276686360769663,8.815443177711531,-2.610519696370704,202.31292189015892,-0.1450233312875,0.4688210045557764,0.0,-0.0,0.0,-0.4482935075728862,-0.12449583430460985,-0.0,-0.0,0.0,474.7887820149141,106.82959962710751,108.25827776258828,236.39347977466537,-151.05290017451364,98.10000000000001
31,0.3100000000000001,8.813948033582685,-2.3226848072020787,8.813948033582689,-2.6049302480963274,202.30610573019862,-0.1503361934699257,0.46932027717493147,0.0,-0.0,0.0,-0.44821032632141194,-0.12922624261640608,-0.0,-0.0,0.0,473.96659171000397,106.9761298129067,108.63706280571269,235.9823846222103,-151.09482705883934,98.10000000000001
32,0.3200000000000001,8.812399208199295,-2.3175495691683534,8.812399208199299,-2.599170991892583,202.29907515040185,-0.15569795809846745,0.46983384394294186,0.0,-0.0,0.0,-0.4481482501567709,-0.13401236431229646,-0.0,-0.0,0.0,473.10398589080205,107.12669097231563,109.02892381118205,235.55108171260935,-151.13680617438976,98.10000000000001
33,0.3300000000000001,8.81079618964436,-2.312263945724454,8.810796189644364,-2.593243075910885,202.29183081555362,-0.16111048289849297,0.47036141947960536,0.0,-0.0,0.0,-0.4481073430728129,-0.13885640649170064,-0.0,-0.0,0.0,472.20143054892037,107.2813558109891,109.43406820565697,235.0998040416685,-151.1787513920097,98.10000000000001
34,0.34000000000000014,8.80913844680003,-2.306828995874885,8.809138446800034,-2.587147687842678,202.28437341080496,-0.16657565158591203,0.4709027017745348,0.0,-0.0,0.0,-0.44808770693268196,-0.14376065674405908,-0.0,-0.0,0.0,471.259414381312,107.44019526308362,109.85270696090413,234.62879595786433,-151.22056921684296,98.10000000000001
35,0.35000000000000014,8.80742542924118,-2.30124581472768,8.807425429241183,-2.5808860558701188,202.27670364238273,-0.1720953747002308,0.47145737151336187,0.0,-0.0,0.0,-0.4480894841603555,-0.14872748734722466,-0.0,-0.0,0.0,470.2784492060855,107.60327785970507,110.28505435499214,234.13831337025107,-151.26215833472696,98.10000000000001
